date,state,Total
2021-06,Mississippi,17154
2021-06,Missouri,35569
2021-06,Montana,8406
2021-06,Nebraska,1555
2021-06,Nevada,9565
2021-06,New Hampshire,8527
2021-06,New Jersey,17342
2021-06,New Mexico,12118
2021-06,New York,26014
2021-06,North Carolina,15878
2021-06,North Dakota,4186
2021-06,Ohio,38772
2021-06,Oklahoma,22276
2021-06,Oregon,24836
2021-06,Pennsylvania,65700
2021-06,Rhode Island,2330
2021-06,South Carolina,21007
2021-06,South Dakota,4975
2021-06,Tennessee,46116
2021-06,Texas,109336
2021-06,Utah,8900
2021-06,Vermont,3260
2021-06,Virginia,44678
2021-06,Washington,35548
2021-06,West Virginia,9787
2021-06,Wisconsin,29368
2021-06,Wyoming,4398
2021-05,Alabama,36286
2021-05,Alaska,6600
2021-05,Arizona,32929
2021-05,Arkansas,14335
2021-05,California,71560
2021-05,Colorado,38634
2021-05,Connecticut,11235
2021-05,Delaware,4700
2021-05,District of Columbia,365
2021-05,Florida,95919
2021-05,Georgia,33737
2021-05,Hawaii,0
2021-05,Idaho,12620
2021-05,Illinois,36347
2021-05,Indiana,36938
2021-05,Iowa,2526
2021-05,Kansas,13097
2021-05,Kentucky,20411
2021-05,Louisiana,24985
2021-05,Maine,7630
2021-05,Maryland,14460
2021-05,Massachusetts,10043
2021-05,Michigan,44319
2021-05,Minnesota,25457
2021-05,Mississippi,18458
2021-05,Missouri,40192
2021-05,Montana,9611
2021-05,Nebraska,1676
2021-05,Nevada,11102
2021-05,New Hampshire,9534
2021-05,New Jersey,19713
2021-05,New Mexico,12844
2021-05,New York,27554
2021-05,North Carolina,16561
2021-05,North Dakota,4905
2021-05,Ohio,41447
2021-05,Oklahoma,23922
2021-05,Oregon,26308
2021-05,Pennsylvania,67632
2021-05,Rhode Island,2528
2021-05,South Carolina,21234
2021-05,South Dakota,6026
2021-05,Tennessee,47318
2021-05,Texas,112482
2021-05,Utah,10334
2021-05,Vermont,3518
2021-05,Virginia,43735
2021-05,Washington,36182
2021-05,West Virginia,10670
2021-05,Wisconsin,32506
2021-05,Wyoming,5123
2021-04,Alabama,48691
2021-04,Alaska,8638
2021-04,Arizona,43747
2021-04,Arkansas,19411
2021-04,California,81231
2021-04,Colorado,48348
2021-04,Connecticut,12358
2021-04,Delaware,6794
2021-04,District of Columbia,372
2021-04,Florida,119750
2021-04,Georgia,43289
2021-04,Hawaii,0
2021-04,Idaho,16371
2021-04,Illinois,44217
2021-04,Indiana,49877
2021-04,Iowa,3252
2021-04,Kansas,17090
2021-04,Kentucky,29510
2021-04,Louisiana,31462
2021-04,Maine,10699
2021-04,Maryland,18203
2021-04,Massachusetts,13563
2021-04,Michigan,59512
2021-04,Minnesota,36092
2021-04,Mississippi,25396
2021-04,Missouri,49870
2021-04,Montana,12212
2021-04,Nebraska,2292
2021-04,Nevada,13447
2021-04,New Hampshire,12787
2021-04,New Jersey,24839
2021-04,New Mexico,17595
2021-04,New York,34330
2021-04,North Carolina,21640
2021-04,North Dakota,6820
2021-04,Ohio,57018
2021-04,Oklahoma,31960
2021-04,Oregon,31971
2021-04,Pennsylvania,87914
2021-04,Rhode Island,3374
2021-04,South Carolina,27180
2021-04,South Dakota,8087
2021-04,Tennessee,61521
2021-04,Texas,128413
2021-04,Utah,13551
2021-04,Vermont,4989
2021-04,Virginia,57008
2021-04,Washington,47976
2021-04,West Virginia,15476
2021-04,Wisconsin,45049
2021-04,Wyoming,7024
2021-03,Alabama,59024
2021-03,Alaska,9467
2021-03,Arizona,52249
2021-03,Arkansas,26321
2021-03,California,92932
2021-03,Colorado,56019
2021-03,Connecticut,13622
2021-03,Delaware,6440
2021-03,District of Columbia,414
2021-03,Florida,135466
2021-03,Georgia,53088
2021-03,Hawaii,0
2021-03,Idaho,20686
2021-03,Illinois,53859
2021-03,Indiana,60151
2021-03,Iowa,4299
2021-03,Kansas,22885
2021-03,Kentucky,38428
2021-03,Louisiana,38057
2021-03,Maine,13295
2021-03,Maryland,20832
2021-03,Massachusetts,14837
2021-03,Michigan,71095
2021-03,Minnesota,40589
2021-03,Mississippi,31395
2021-03,Missouri,65739
2021-03,Montana,14985
2021-03,Nebraska,2994
2021-03,Nevada,14336
2021-03,New Hampshire,15267
2021-03,New Jersey,24331
2021-03,New Mexico,20635
2021-03,New York,40241
2021-03,North Carolina,27433
2021-03,North Dakota,8155
2021-03,Ohio,69764
2021-03,Oklahoma,39430
2021-03,Oregon,37670
2021-03,Pennsylvania,105365
2021-03,Rhode Island,4222
2021-03,South Carolina,35569
2021-03,South Dakota,10763
2021-03,Tennessee,74774
2021-03,Texas,154016
2021-03,Utah,17322
2021-03,Vermont,5861
2021-03,Virginia,70101
2021-03,Washington,50667
2021-03,West Virginia,20833
2021-03,Wisconsin,54356
2021-03,Wyoming,8169
2021-02,Alabama,39503
2021-02,Alaska,6183
2021-02,Arizona,33389
2021-02,Arkansas,13195
2021-02,California,75203
2021-02,Colorado,39288
2021-02,Connecticut,9480
2021-02,Delaware,4649
2021-02,District of Columbia,310
2021-02,Florida,101037
2021-02,Georgia,33587
2021-02,Hawaii,0
2021-02,Idaho,13751
2021-02,Illinois,36948
2021-02,Indiana,42600
2021-02,Iowa,2733
2021-02,Kansas,14678
2021-02,Kentucky,22209
2021-02,Louisiana,22707
2021-02,Maine,8155
2021-02,Maryland,16122
2021-02,Massachusetts,11710
2021-02,Michigan,49560
2021-02,Minnesota,27995
2021-02,Mississippi,16707
2021-02,Missouri,41217
2021-02,Montana,8921
2021-02,Nebraska,2021
2021-02,Nevada,10855
2021-02,New Hampshire,10748
2021-02,New Jersey,20045
2021-02,New Mexico,13533
2021-02,New York,29527
2021-02,North Carolina,19549
2021-02,North Dakota,5229
2021-02,Ohio,47803
2021-02,Oklahoma,24076
2021-02,Oregon,26249
2021-02,Pennsylvania,77198
2021-02,Rhode Island,3396
2021-02,South Carolina,23992
2021-02,South Dakota,8140
2021-02,Tennessee,48959
2021-02,Texas,88355
2021-02,Utah,11520
2021-02,Vermont,3842
2021-02,Virginia,50132
2021-02,Washington,40607
2021-02,West Virginia,13370
2021-02,Wisconsin,34362
2021-02,Wyoming,5420
2021-01,Alabama,60917
2021-01,Alaska,8388
2021-01,Arizona,47900
2021-01,Arkansas,23347
2021-01,California,98089
2021-01,Colorado,54459
2021-01,Connecticut,14244
2021-01,Delaware,7061
2021-01,District of Columbia,367
2021-01,Florida,148814
2021-01,Georgia,52855
2021-01,Hawaii,0
2021-01,Idaho,21184
2021-01,Illinois,55814
2021-01,Indiana,64572
2021-01,Iowa,4562
2021-01,Kansas,23419
2021-01,Kentucky,38078
2021-01,Louisiana,35413
2021-01,Maine,12805
2021-01,Maryland,23194
2021-01,Massachusetts,17023
2021-01,Michigan,78125
2021-01,Minnesota,37128
2021-01,Mississippi,27947
2021-01,Missouri,63614
2021-01,Montana,13798
2021-01,Nebraska,3349
2021-01,Nevada,14581
2021-01,New Hampshire,17123
2021-01,New Jersey,27963
2021-01,New Mexico,17519
2021-01,New York,42238
2021-01,North Carolina,30358
2021-01,North Dakota,7975
2021-01,Ohio,76531
2021-01,Oklahoma,40840
2021-01,Oregon,39467
2021-01,Pennsylvania,114304
2021-01,Rhode Island,4368
2021-01,South Carolina,33626
2021-01,South Dakota,11171
2021-01,Tennessee,78124
2021-01,Texas,141369
2021-01,Utah,17550
2021-01,Vermont,5947
2021-01,Virginia,70569
2021-01,Washington,52214
2021-01,West Virginia,21009
2021-01,Wisconsin,48677
2021-01,Wyoming,8271
2020-12,Alabama,63279
2020-12,Alaska,8143
2020-12,Arizona,42992
2020-12,Arkansas,24803
2020-12,California,106230
2020-12,Colorado,49717
2020-12,Connecticut,11117
2020-12,Delaware,6266
2020-12,District of Columbia,340
2020-12,Florida,131006
2020-12,Georgia,51023
2020-12,Hawaii,0
2020-12,Idaho,20189
2020-12,Illinois,47390
2020-12,Indiana,55660
2020-12,Iowa,5071
2020-12,Kansas,21124
2020-12,Kentucky,38296
2020-12,Louisiana,40120
2020-12,Maine,11017
2020-12,Maryland,20322
2020-12,Massachusetts,13052
2020-12,Michigan,67045
2020-12,Minnesota,33247
2020-12,Mississippi,32583
2020-12,Missouri,59919
2020-12,Montana,13915
2020-12,Nebraska,4006
2020-12,Nevada,13814
2020-12,New Hampshire,12756
2020-12,New Jersey,20934
2020-12,New Mexico,17144
2020-12,New York,38662
2020-12,North Carolina,32536
2020-12,North Dakota,7212
2020-12,Ohio,64028
2020-12,Oklahoma,39396
2020-12,Oregon,37700
2020-12,Pennsylvania,92251
2020-12,Rhode Island,3328
2020-12,South Carolina,32960
2020-12,South Dakota,10658
2020-12,Tennessee,74415
2020-12,Texas,147207
2020-12,Utah,19127
2020-12,Vermont,5075
2020-12,Virginia,67804
2020-12,Washington,49894
2020-12,West Virginia,20518
2020-12,Wisconsin,42398
2020-12,Wyoming,8603
2020-11,Alabama,57139
2020-11,Alaska,8114
2020-11,Arizona,44365
2020-11,Arkansas,24127
2020-11,California,101440
2020-11,Colorado,52269
2020-11,Connecticut,12354
2020-11,Delaware,7012
2020-11,District of Columbia,348
2020-11,Florida,135207
2020-11,Georgia,49707
2020-11,Hawaii,0
2020-11,Idaho,19765
2020-11,Illinois,48782
2020-11,Indiana,57455
2020-11,Iowa,6204
2020-11,Kansas,22575
2020-11,Kentucky,35295
2020-11,Louisiana,38740
2020-11,Maine,11604
2020-11,Maryland,22675
2020-11,Massachusetts,14822
2020-11,Michigan,74300
2020-11,Minnesota,36060
2020-11,Mississippi,29294
2020-11,Missouri,59562
2020-11,Montana,12492
2020-11,Nebraska,4550
2020-11,Nevada,14675
2020-11,New Hampshire,14659
2020-11,New Jersey,22748
2020-11,New Mexico,13902
2020-11,New York,43517
2020-11,North Carolina,33670
2020-11,North Dakota,7277
2020-11,Ohio,74326
2020-11,Oklahoma,38268
2020-11,Oregon,37642
2020-11,Pennsylvania,110143
2020-11,Rhode Island,4135
2020-11,South Carolina,34502
2020-11,South Dakota,11523
2020-11,Tennessee,71390
2020-11,Texas,144602
2020-11,Utah,19390
2020-11,Vermont,4931
2020-11,Virginia,67421
2020-11,Washington,50570
2020-11,West Virginia,20808
2020-11,Wisconsin,49234
2020-11,Wyoming,8693
2020-10,Alabama,44850
2020-10,Alaska,6955
2020-10,Arizona,40965
2020-10,Arkansas,19305
2020-10,California,113981
2020-10,Colorado,47545
2020-10,Connecticut,11370
2020-10,Delaware,6786
2020-10,District of Columbia,486
2020-10,Florida,125439
2020-10,Georgia,43338
2020-10,Hawaii,0
2020-10,Idaho,16555
2020-10,Illinois,44822
2020-10,Indiana,49419
2020-10,Iowa,4424
2020-10,Kansas,17510
2020-10,Kentucky,30176
2020-10,Louisiana,30445
2020-10,Maine,13968
2020-10,Maryland,20881
2020-10,Massachusetts,14202
2020-10,Michigan,67014
2020-10,Minnesota,39442
2020-10,Mississippi,22316
2020-10,Missouri,51746
2020-10,Montana,12201
2020-10,Nebraska,3229
2020-10,Nevada,13469
2020-10,New Hampshire,13326
2020-10,New Jersey,21297
2020-10,New Mexico,14066
2020-10,New York,42923
2020-10,North Carolina,25718
2020-10,North Dakota,7205
2020-10,Ohio,61955
2020-10,Oklahoma,29209
2020-10,Oregon,36535
2020-10,Pennsylvania,103233
2020-10,Rhode Island,4103
2020-10,South Carolina,28878
2020-10,South Dakota,10353
2020-10,Tennessee,57816
2020-10,Texas,125490
2020-10,Utah,14324
2020-10,Vermont,5177
2020-10,Virginia,65459
2020-10,Washington,48195
2020-10,West Virginia,16310
2020-10,Wisconsin,47153
2020-10,Wyoming,6199
2020-09,Alabama,43438
2020-09,Alaska,7154
2020-09,Arizona,39926
2020-09,Arkansas,18105
2020-09,California,105711
2020-09,Colorado,43773
2020-09,Connecticut,9828
2020-09,Delaware,5727
2020-09,District of Columbia,543
2020-09,Florida,114699
2020-09,Georgia,39582
2020-09,Hawaii,0
2020-09,Idaho,15734
2020-09,Illinois,42997
2020-09,Indiana,45379
2020-09,Iowa,3826
2020-09,Kansas,15466
2020-09,Kentucky,28066
2020-09,Louisiana,30354
2020-09,Maine,11656
2020-09,Maryland,18406
2020-09,Massachusetts,11807
2020-09,Michigan,61344
2020-09,Minnesota,37301
2020-09,Mississippi,20575
2020-09,Missouri,45626
2020-09,Montana,11798
2020-09,Nebraska,2515
2020-09,Nevada,13422
2020-09,New Hampshire,11583
2020-09,New Jersey,20600
2020-09,New Mexico,14074
2020-09,New York,39426
2020-09,North Carolina,23318
2020-09,North Dakota,6474
2020-09,Ohio,55250
2020-09,Oklahoma,28551
2020-09,Oregon,33901
2020-09,Pennsylvania,93432
2020-09,Rhode Island,3647
2020-09,South Carolina,25655
2020-09,South Dakota,8575
2020-09,Tennessee,52734
2020-09,Texas,123083
2020-09,Utah,13187
2020-09,Vermont,4620
2020-09,Virginia,54997
2020-09,Washington,45514
2020-09,West Virginia,14447
2020-09,Wisconsin,45270
2020-09,Wyoming,6371
2020-08,Alabama,46380
2020-08,Alaska,8859
2020-08,Arizona,42396
2020-08,Arkansas,18250
2020-08,California,112110
2020-08,Colorado,45799
2020-08,Connecticut,9582
2020-08,Delaware,5613
2020-08,District of Columbia,556
2020-08,Florida,125961
2020-08,Georgia,41544
2020-08,Hawaii,0
2020-08,Idaho,15664
2020-08,Illinois,43652
2020-08,Indiana,48342
2020-08,Iowa,3525
2020-08,Kansas,16489
2020-08,Kentucky,31059
2020-08,Louisiana,29408
2020-08,Maine,9892
2020-08,Maryland,16329
2020-08,Massachusetts,11365
2020-08,Michigan,62610
2020-08,Minnesota,34432
2020-08,Mississippi,27160
2020-08,Missouri,47270
2020-08,Montana,11102
2020-08,Nebraska,2454
2020-08,Nevada,14488
2020-08,New Hampshire,11200
2020-08,New Jersey,16778
2020-08,New Mexico,15098
2020-08,New York,36559
2020-08,North Carolina,23188
2020-08,North Dakota,6198
2020-08,Ohio,60616
2020-08,Oklahoma,29017
2020-08,Oregon,33786
2020-08,Pennsylvania,93723
2020-08,Rhode Island,3399
2020-08,South Carolina,27818
2020-08,South Dakota,8192
2020-08,Tennessee,57913
2020-08,Texas,130519
2020-08,Utah,12367
2020-08,Vermont,4314
2020-08,Virginia,60855
2020-08,Washington,47324
2020-08,West Virginia,15245
2020-08,Wisconsin,45534
2020-08,Wyoming,6616
2020-07,Alabama,55827
2020-07,Alaska,9446
2020-07,Arizona,48678
2020-07,Arkansas,20883
2020-07,California,113820
2020-07,Colorado,48127
2020-07,Connecticut,10668
2020-07,Delaware,6265
2020-07,District of Columbia,307
2020-07,Florida,151430
2020-07,Georgia,56825
2020-07,Hawaii,0
2020-07,Idaho,16290
2020-07,Illinois,45463
2020-07,Indiana,51514
2020-07,Iowa,2984
2020-07,Kansas,17619
2020-07,Kentucky,33246
2020-07,Louisiana,38691
2020-07,Maine,9867
2020-07,Maryland,16279
2020-07,Massachusetts,10339
2020-07,Michigan,69959
2020-07,Minnesota,31260
2020-07,Mississippi,29859
2020-07,Missouri,53233
2020-07,Montana,11026
2020-07,Nebraska,2102
2020-07,Nevada,17121
2020-07,New Hampshire,11920
2020-07,New Jersey,14276
2020-07,New Mexico,16401
2020-07,New York,39043
2020-07,North Carolina,25348
2020-07,North Dakota,5942
2020-07,Ohio,66269
2020-07,Oklahoma,33440
2020-07,Oregon,34383
2020-07,Pennsylvania,100198
2020-07,Rhode Island,3766
2020-07,South Carolina,33838
2020-07,South Dakota,7249
2020-07,Tennessee,64917
2020-07,Texas,147546
2020-07,Utah,14505
2020-07,Vermont,4433
2020-07,Virginia,69927
2020-07,Washington,52932
2020-07,West Virginia,16586
2020-07,Wisconsin,40733
2020-07,Wyoming,6541
2020-06,Alabama,71615
2020-06,Alaska,8561
2020-06,Arizona,64245
2020-06,Arkansas,24588
2020-06,California,125630
2020-06,Colorado,56624
2020-06,Connecticut,11317
2020-06,Delaware,7806
2020-06,District of Columbia,218
2020-06,Florida,184583
2020-06,Georgia,66868
2020-06,Hawaii,0
2020-06,Idaho,19507
2020-06,Illinois,66116
2020-06,Indiana,60859
2020-06,Iowa,4416
2020-06,Kansas,20435
2020-06,Kentucky,40708
2020-06,Louisiana,42323
2020-06,Maine,11426
2020-06,Maryland,18823
2020-06,Massachusetts,13132
2020-06,Michigan,79474
2020-06,Minnesota,32173
2020-06,Mississippi,34340
2020-06,Missouri,59718
2020-06,Montana,13078
2020-06,Nebraska,2688
2020-06,Nevada,19917
2020-06,New Hampshire,14322
2020-06,New Jersey,13455
2020-06,New Mexico,19193
2020-06,New York,47975
2020-06,North Carolina,31598
2020-06,North Dakota,7141
2020-06,Ohio,80887
2020-06,Oklahoma,38821
2020-06,Oregon,41169
2020-06,Pennsylvania,114747
2020-06,Rhode Island,4886
2020-06,South Carolina,43029
2020-06,South Dakota,8453
2020-06,Tennessee,74402
2020-06,Texas,178596
2020-06,Utah,17849
2020-06,Vermont,4888
2020-06,Virginia,83263
2020-06,Washington,59082
2020-06,West Virginia,19543
2020-06,Wisconsin,50311
2020-06,Wyoming,7320
2020-05,Alabama,48777
2020-05,Alaska,8313
2020-05,Arizona,43878
2020-05,Arkansas,19558
2020-05,California,85860
2020-05,Colorado,45746
2020-05,Connecticut,8041
2020-05,Delaware,4428
2020-05,District of Columbia,110
2020-05,Florida,104166
2020-05,Georgia,48592
2020-05,Hawaii,0
2020-05,Idaho,16067
2020-05,Illinois,37919
2020-05,Indiana,47878
2020-05,Iowa,3198
2020-05,Kansas,16970
2020-05,Kentucky,33912
2020-05,Louisiana,30086
2020-05,Maine,9910
2020-05,Maryland,12977
2020-05,Massachusetts,9640
2020-05,Michigan,63772
2020-05,Minnesota,27242
2020-05,Mississippi,26777
2020-05,Missouri,51385
2020-05,Montana,12288
2020-05,Nebraska,2173
2020-05,Nevada,16031
2020-05,New Hampshire,11771
2020-05,New Jersey,9589
2020-05,New Mexico,15769
2020-05,New York,22485
2020-05,North Carolina,22742
2020-05,North Dakota,5786
2020-05,Ohio,59274
2020-05,Oklahoma,31287
2020-05,Oregon,35964
2020-05,Pennsylvania,72795
2020-05,Rhode Island,2969
2020-05,South Carolina,31910
2020-05,South Dakota,6747
2020-05,Tennessee,58190
2020-05,Texas,128968
2020-05,Utah,13374
2020-05,Vermont,4945
2020-05,Virginia,58273
2020-05,Washington,43773
2020-05,West Virginia,18421
2020-05,Wisconsin,38366
2020-05,Wyoming,5911
2020-04,Alabama,44190
2020-04,Alaska,7972
2020-04,Arizona,52024
2020-04,Arkansas,23567
2020-04,California,97308
2020-04,Colorado,50271
2020-04,Connecticut,9017
2020-04,Delaware,5169
2020-04,District of Columbia,101
2020-04,Florida,119510
2020-04,Georgia,48145
2020-04,Hawaii,0
2020-04,Idaho,17515
2020-04,Illinois,42966
2020-04,Indiana,48319
2020-04,Iowa,3667
2020-04,Kansas,17475
2020-04,Kentucky,34901
2020-04,Louisiana,28031
2020-04,Maine,10822
2020-04,Maryland,14360
2020-04,Massachusetts,2843
2020-04,Michigan,40398
2020-04,Minnesota,26049
2020-04,Mississippi,26175
2020-04,Missouri,54082
2020-04,Montana,12307
2020-04,Nebraska,2379
2020-04,Nevada,17409
2020-04,New Hampshire,13572
2020-04,New Jersey,8965
2020-04,New Mexico,12258
2020-04,New York,22094
2020-04,North Carolina,25184
2020-04,North Dakota,6313
2020-04,Ohio,60057
2020-04,Oklahoma,35681
2020-04,Oregon,38762
2020-04,Pennsylvania,68859
2020-04,Rhode Island,3626
2020-04,South Carolina,30138
2020-04,South Dakota,7836
2020-04,Tennessee,59284
2020-04,Texas,145059
2020-04,Utah,17011
2020-04,Vermont,5597
2020-04,Virginia,64509
2020-04,Washington,47127
2020-04,West Virginia,19168
2020-04,Wisconsin,40481
2020-04,Wyoming,7637
2020-03,Alabama,56074
2020-03,Alaska,9349
2020-03,Arizona,73002
2020-03,Arkansas,25757
2020-03,California,135200
2020-03,Colorado,71406
2020-03,Connecticut,17907
2020-03,Delaware,7645
2020-03,District of Columbia,154
2020-03,Florida,167355
2020-03,Georgia,64464
2020-03,Hawaii,0
2020-03,Idaho,21234
2020-03,Illinois,63647
2020-03,Indiana,73343
2020-03,Iowa,6260
2020-03,Kansas,27520
2020-03,Kentucky,46135
2020-03,Louisiana,37916
2020-03,Maine,14078
2020-03,Maryland,23127
2020-03,Massachusetts,16188
2020-03,Michigan,84293
2020-03,Minnesota,38436
2020-03,Mississippi,28667
2020-03,Missouri,69572
2020-03,Montana,13702
2020-03,Nebraska,3889
2020-03,Nevada,19602
2020-03,New Hampshire,20816
2020-03,New Jersey,10817
2020-03,New Mexico,22346
2020-03,New York,54020
2020-03,North Carolina,36862
2020-03,North Dakota,8314
2020-03,Ohio,98844
2020-03,Oklahoma,43227
2020-03,Oregon,52507
2020-03,Pennsylvania,103380
2020-03,Rhode Island,5627
2020-03,South Carolina,38167
2020-03,South Dakota,10439
2020-03,Tennessee,77657
2020-03,Texas,223724
2020-03,Utah,23201
2020-03,Vermont,6994
2020-03,Virginia,82857
2020-03,Washington,58134
2020-03,West Virginia,21670
2020-03,Wisconsin,62521
2020-03,Wyoming,8047
2020-02,Alabama,39563
2020-02,Alaska,4913
2020-02,Arizona,27661
2020-02,Arkansas,14470
2020-02,California,62436
2020-02,Colorado,33870
2020-02,Connecticut,10770
2020-02,Delaware,3697
2020-02,District of Columbia,101
2020-02,Florida,86417
2020-02,Georgia,28990
